ID unico de usuario|Calif promedio iglesias|Calif promedio resorts|Calif promedio playas|Calif promedio parques|Calif promedio teatros|Calif promedio museos|Calif promedio centros_comerciales|Calif promedio zoologicos|Calif promedio restaurantes|Calif promedio bares_pubs|Calif promedio servicios_locales|Calif promedio pizzerias_hamburgueserias|Calif promedio hoteles_alojamientos|Calif promedio juguerias|Calif promedio galerias_arte|Calif promedio discotecas|Calif promedio piscinas|Calif promedio gimnasios|Calif promedio panaderias|Calif promedio belleza_spas|Calif promedio cafeterias|Calif promedio miradores|Calif promedio monumentos|Calif promedio jardines|provincia|canton|parroquia|nombre|desc_|desc2|desc3|lat|lon
User 40|0.53|0.56|5.0|3.7|5.0|2.95|2.94|2.6|1.67|2.27|1.63|1.6|1.59|1.6|0.58|0.71|0.55|0.0|0.0|0.0|0.5|0.0|0.5|0.53|PICHINCHA|RUMIÑAHUI|RUMIPAMBA|CASCADA CÓNDOR MACHAY|La cascada se ubica en el cantón Rumiñahui, provincia de Pichincha. El tiempo estimado del recorrido es de 3 horas, el sendero que lleva a la cascada está dotado de puentes ideados para no|irrumpir el entorno natural. La señalética direccional e informativa ubicada en sitios estratégicos permite situarnos en el lugar. El recorrido a este santuario natural inicia en el sitio La Caldera.|Podemos disfrutar de una serie de cascadas de diversas formas y altitud. Cuenta con una distancia de 3519 m|-0.454848|-78.422563
User 41|0.54|0.57|0.67|3.71|5.0|2.95|2.94|2.59|1.66|2.27|5|1.59|1.58|1.59|1.62|0.7|0.54|0.0|0.0|0.0|0.5|0.0|0.51|0.54|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|CASCADA KIMSA|También localizada en la Reserva Ecológica Molinuco. De singular belleza por cuanto en la parte superior se forma una división triple de sus aguas, de allí su nombre, que en quichua significa|“tres”. La caminata a través del sendero hasta llegar a la cascada dura aproximadamente 40 minutos. La altura aproximada de la cascada es de 60 metros. Dependiendo de la hora y la|posición del sol podrá divisar un hermoso arco iris de colores intensos, que se forma en la parte baja de esta cascada.|-0.399663|-78.407887
User 42|0.54|0.56|5.0|3.71|5.0|2.95|2.94|2.58|1.65|1.65|5|1.58|1.57|1.58|1.61|0.53|0.57|0.0|0.0|0.0|0.51|0.5|0.51|0.55|PICHINCHA|RUMIÑAHUI|RUMIPAMBA|CASCADA LAS GEMELAS|Las Cascadas Las Gemelas se encuentran ubicadas dentro del sendero Cóndor Machay, cantón Rumiñahui, provincia Pichincha. Tiene un recorrido de aproximadamente de una 1 hora, con un|extenso paisaje  de flora y fauna, con una caída de 30 metros de altura, con una singular belleza en sus alrededores, ideal para los amantes de la naturaleza ya que viene siendo una zona destinada|para el descanso.|-0.471|-78.45271
User 43|0.55|0.57|5.0|3.72|5.0|2.95|2.94|2.58|1.65|1.64|5|1.57|1.56|1.57|1.6|0.53|0.59|0.0|0.0|0.0|0.52|0.51|0.52|0.57|PICHINCHA|RUMIÑAHUI|RUMIPAMBA|CASCADA NIDO DE CURIQUINGUE|La cascada Nido del Curiquingue se encuentra ubicado a una hora aproximadamente del inicio del sendero Cóndor Machay en el cantón Rumiñahui, provincia Pichincha, tiene una caída de 30|metros dentro de un encañonado de imponentes y peligrosas rocas por las cuales bajan las aguas cristalinas que descienden del majestuoso Río Pita, rodeado de una extensa flora y fauna.|Sin información|-0.475|-78.42662
User 44|0.56|0.57|5.0|3.73|3.76|2.95|2.94|1.66|1.64|1.63|5|1.56|1.55|1.56|1.59|0.7|0.56|0.0|0.0|0.0|0.53|0.52|0.53|0.57|PICHINCHA|RUMIÑAHUI|RUMIPAMBA|CASCADA SUEÑO DE NOVIA|La Cascada Sueño de Novia está ubicada en la parroquia urbana de Rumipamba, cantón Rumiñahui, provincia Pichincha. Posee varios atractivos. El acceso es mediante el Sendero Vilatuña|en un tiempo aproximado de 20 minutos. Aquí se puede observar a la cascada principalmente desde el puente colgante construido por el Municipio de Rumiñahui. La cascada tiene|aproximadamente 5 m de altura.|-0.484426|-78.430433
User 45|0.57|0.58|5.0|3.73|3.78|2.95|2.94|2.96|1.63|1.63|5|1.55|1.54|1.55|1.18|0.69|0.58|0.0|0.0|0.0|0.54|0.53|0.53|0.58|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|CENTRO COMERCIAL RIVER MALL|El Centro Comercial River Mall, está ubicado en el Corazón de Sangolquí, es accesible para personas con discapacidad, cuenta con vías de acceso de primer orden que permiten mayor|afluencia de visitantes por facilitar la conectividad. Dentro del centro comercial existe una amplia selección de locales comerciales, servicios y oferta gastronómica. El mayor atractivo sin duda es el|cine de la empresa Mis Cines. El horario de atención es de 10h00 a 20h00 y los domingos hasta las 19h00.|-0.325|-78.449063
User 46|0.58|0.59|5.0|3.74|3.79|2.96|2.94|2.95|2.54|2.23|1.56|1.54|1.53|1.54|1.17|0.74|0.57|0.0|0.0|0.0|0.55|0.54|0.55|0.59|PICHINCHA|RUMIÑAHUI|RUMIPAMBA|CUEVAS DEL ARCOIRIS|Las Cuevas del Arcoíris se ubican en el cantón Rumiñahui, provincia Pichincha. Son consideradas como atractivo ya que sus pequeños riachuelos los cuales bajan del Río Pita son apta para la pesca|en cantidades menores, donde en sus cristalinas aguas se puede realizar el avistamiento de truchas muy aparte de su flora y fauna que rodea su paisaje.|Sin información|-0.463|-78.425246
User 47|0.59|0.6|5.0|3.0|3.79|2.96|2.94|2.96|2.54|2.22|1.55|1.53|1.52|1.53|1.16|0.73|0.53|0.0|0.0|0.0|0.56|0.54|0.55|0.6|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|HORNADO - SANGOLQUÍ|Sangolquí cabecera cantonal de Rumiñahui, donde podemos encontrar una variedad gastronomía y como plato estrella de la zona es el afamado Hornado, este delicioso platillo contiene carne de|cerdo con trozos de cuero crocante, tortillas de papa, mote, aguacate, choclo, tostado. Los principales sitios de expendio se ubican a lo largo de la Av. General Enríquez, en el Mercado|Cerrado de El Turismo y en diferentes locales.|-0.329|-78.44841
User 48|0.6|0.61|5.0|3.0|3.77|2.97|2.94|2.95|2.53|2.22|5|1.52|1.51|1.52|1.15|0.73|0.57|0.0|0.0|0.0|0.58|0.55|0.58|0.61|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|IGLESIA SAN JUAN BAUTISTA DE SANGOLQUÍ|La Iglesia y el parque central Juan de Salinas son dos atractivos que forman un conjunto arquitectónico inigualable. La iglesia de Sangolquí es una construcción que data de inicios del siglo|anterior, armoniosamente se destaca su fachada, las columnas y el tímpano propio de la arquitectura griega con las torrecillas y hornacinas de corte romano, junto a esta se encuentra la|capilla de San Francisco, edificada sobre las ruinas donde se construyó la primera iglesia parroquial.|-0.32896|-78.44789
User 49|0.6|0.62|5.0|3.0|3.77|5.0|2.94|2.95|2.53|2.21|1.53|1.51|1.5|1.51|1.14|0.82|0.56|0.0|0.0|0.0|0.6|0.56|0.58|0.62|LOJA|ESPÍNDOLA|JIMBURA|CERÁMICA DE SANAMBAY|La Cerámica de Sanambay se encuentra ubicada en el barrio Sanambay, Jimbura, Espíndola, Loja, Ecuador. Con clima templado-cálido, a 19.5°C. Tipo rural, de acceso restringido, con horario de 8h00 a 17h00, previo contacto con la propietaria, se|puede visitar todos los meses del año. Dispone de facilidades como: sendero y baterías sanitarias. Se practica actividades de: recorridos guiados, exhibición de piezas/obras, representaciones en vivo, compra de artesanías, fotografía y convivencia.|Sin información|-4.59522|-79.4532
User 50|0.61|0.63|5.0|3.0|3.77|5.0|2.94|2.95|2.52|2.2|1.52|1.5|1.5|1.5|1.14|1.62|0.58|0.0|0.0|0.0|0.61|0.57|0.58|0.63|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|MONUMENTO AL COLIBRÍ|Monumento El Colibrí, se encuentra en el cantón Rumiñahui, provincia Pichincha. El maestro Gonzalo Endara Crown nos muestra su destreza y maestría en la creación del monumento al|Colibrí, realizando la técnica NAIF. Esta estructura representa la gran variedad de aves que habitan el Valle de los Chillos: el colibrí, pájaro frágil, multicolor, de vuelo elegante y controlado, sus|colores y tonalidades hacen remembranza a la vestimenta utilizada por las diversas comunidades indígenas de nuestro país|-0.332|-78.434688
User 51|0.62|0.63|5.0|3.77|3.77|5.0|2.94|2.96|2.52|1.57|1.52|1.49|1.49|1.49|1.13|1.62|0.58|0.0|0.0|0.0|0.51|0.57|0.59|0.64|PICHINCHA|RUMIÑAHUI|SAN RAFAEL|PARQUE ALEGRIA|El parque la Alegria se encuentra junto al boulevard Santa Clara, muy cerca del Centro Comercial San Luis Shopping en el cantón Rumiñahui, provincia de Pichincha. Tiene 30 000 metros cuadrados|de extensión aproximadamente, lugar emblemático por poseer un bosque primario en el que abundan especies endémicas de esta zona. Además, porque forma parte de lo que fue la hacienda|San Luis, propiedad de una de las familias tradicionales del Ecuador, los Plaza Lasso.|-0.311|-78.44898
User 52|0.62|0.64|5.0|3.78|3.77|5.0|2.94|3.67|2.51|1.56|1.51|1.48|1.48|1.48|1.59|1.61|0.58|0.0|0.0|0.0|5.0|0.58|0.59|0.65|LOJA|ESPÍNDOLA|AMALUZA|PETROGLIFOS DE MARCOLA|Los Petroglifos de Marcola, se ubican en el barrio Marcola, Amaluza, Espíndola, Loja, Ecuador. El atractivo está tallado en roca de 3 metros de altura por 3 metros de ancho. Con clima templado a frío, a 23°C, tipo rural. De acceso libre,|se puede visitar todos los meses del año. Dispone facilidades de sendero. Se practican actividades de: senderismo, recorridos autoguiados, observación de petroglifos y fotografía.|Sin información|-4.63615|-79.42843
User 53|0.63|0.65|5.0|3.79|3.78|5.0|2.94|5.0|2.5|1.55|1.5|1.48|1.47|1.47|1.13|0.75|0.58|0.0|0.0|0.0|0.5|0.59|0.59|0.66|GUAYAS|GUAYAQUIL|TENGUEL|EL PLAYÓN DEL CONCHERO|El playón del Conchero es una playa de río ubicada en la desembocadura del río Tenguel, que toma el nombre de boca de Tenguel. Asentado sobre el recinto Puerto El Conchero. Su entorno está rodeado de  manglar y camaroneras.|Acoge a visitantes de Tenguel y otros pueblos cercanos. Durante los días de feriado se alquilan botes para recorrer el estero que se forma frente al playón.|Sin información|-3.00031|-79.83965
User 54|0.63|0.67|5.0|3.83|3.79|2.96|2.94|5.0|2.5|2.18|1.49|1.47|1.46|1.46|1.57|0.75|0.6|0.0|0.0|0.0|0.5|0.6|0.6|0.66|LOJA|ESPÍNDOLA|AMALUZA|TASINES DE MARCOLA|Los Tasines de Marcola, se ubican en el barrio Marcola, Amaluza, Espíndola, Loja, Ecuador. Con clima templado a frío, a 23°C. Tipo rural, de acceso libre, se pueden visitar todos los meses del año.|Dispone facilidad de sendero. Se practican actividades de: senderismo, recorridos autoguiados, observación de Tasines (roca grande con hoyos) y fotografía.|Sin información|-4.63568|-79.42857
User 55|0.64|0.67|5.0|5.0|3.79|5.0|2.94|5.0|2.9|2.17|1.48|1.46|1.45|1.45|1.56|1.57|0.59|0.0|0.0|0.0|0.5|0.62|0.61|0.67|LOJA|ESPÍNDOLA|JIMBURA|MOLINO DE PIEDRA DE SANTA ANA|El Molino de Piedra de Santa Ana, se ubica en el barrio Santa Ana, Jimbura, Espíndola, Loja. Con clima templado-cálido, a 19.5°C. Tipo rural, de acceso restringido, con horario de visita de 08h00 a 16h00, se puede visitar de enero a diciembre.|Dispone de facilidades como: sendero, estaciones de sombra/descanso y baterías sanitarias. Se practican actividades de: recorridos guiados, representaciones en vivo, fotografía, convivencia y molido de caña de azúcar en trapiche.|Sin información|-4.63237|-79.45486
User 56|0.67|0.68|5.0|5.0|3.8|2.95|2.94|5.0|2.9|2.16|1.48|1.45|1.44|1.44|1.55|1.57|0.63|0.0|0.0|0.0|0.5|0.75|0.61|0.64|LOJA|ESPÍNDOLA|JIMBURA|MOLINO DE PIEDRA EL SALADO|El Molino de Piedra El Salado se encuentra ubicado en el barrio El Salado, Jimbura, Espíndola, Loja. Con clima templado cálido, a 18°C . Tipo rural, de acceso restringido con horario de visita de 08:00 a 16:00, se puede visitar de enero a diciembre.|Dispone de facilidades como: sendero, área de acampar. Se practican actividades de: recorridos guiados, exhibición de piezas/muestras originales, fotografía, convivencia y camping.|Sin información|-4.6623|-79.46169
User 57|0.69|0.69|0.72|5.0|3.83|2.96|2.94|5.0|2.89|2.16|5|1.44|1.43|1.43|1.55|1.56|0.63|0.0|0.0|0.0|0.5|0.63|0.62|0.64|LOJA|ESPÍNDOLA|JIMBURA|FINCA AGROECOLÓGICA JORUPE|La Finca Agroecólogica Jorupe, se encuentra ubicada en el barrio Jorupe, Jimbura, Espíndola, Loja. Con clima templado-cálido, de 19,5°C. Tipo rural, de acceso restringido, con horario de 8h00 a 17h00, se puede visitar todos los meses del año.|Dispone de facilidades como: estaciones de sombra/descanso y área de acampar. Se practican actividades de: recorridos guiados, convivencia, actividades lúdicas/vivenciales, fotografía y cabalgata.|Sin información|-4.64139|-79.45542
User 58|0.7|0.7|5.0|5.0|3.81|5.0|2.94|5.0|2.89|2.15|1.46|1.43|1.42|1.42|1.47|1.55|0.64|0.0|0.0|0.0|0.65|0.77|0.63|0.65|LOJA|ESPÍNDOLA|AMALUZA|IGLESIA SAN BARTOLOMÉ APÓSTOL|La Iglesia San Bartolomé Apóstol se ubica en la ciudad de Amaluza, Espíndola, Loja, Ecuador. Con clima templado cálido, a 19°C. Tipo urbano, de acceso restringido, con horario de 7h00 a 19h00, se puede visitar todos los meses del año. Dispone|de facilidades como: estacionamiento, gradas y acceso lateral con facilidad para personas en silla de ruedas. Se practican actividades de recorridos guiados/autoguiados, muestras audiovisuales, participación de celebración, convivencia y fotografía.|Sin información|-4.58166|-79.42655
User 59|0.71|0.72|2.55|5.0|3.81|5.0|2.94|2.96|2.88|2.14|5|1.42|1.41|1.41|1.44|1.54|0.63|0.0|0.0|0.0|0.5|5.0|0.58|0.65|LOJA|ESPÍNDOLA|AMALUZA|BULEVAR RIVERAS DEL JORUPE|El Bulevar Riveras del Jorupe se encuentra ubicado en la parroquia Amaluza, Espíndola, Loja, Ecuador. Con clima templado cálido, a 17°C. Tipo urbano, de acceso libre, se puede visitar todos los meses del año.|Dispone de facilidades como: estaciones de sombra/descanso, estacionamiento y puente peatonal de madera para cruzar el río. Se practican actividades de: recorridos autoguiados, convivencia y fotografía.|Sin información|-4.57966|-79.42532
User 60|0.72|0.73|5.0|5.0|3.81|5.0|2.94|2.9|2.88|2.14|5|1.41|1.4|1.4|1.42|1.53|0.63|0.0|0.0|0.0|0.5|5.0|0.58|0.65|LOJA|ESPÍNDOLA|AMALUZA|MONUMENTO SAN BARTOLOMÉ APÓSTOL|El Monumento a San Bartolomé Apóstol, Patrono de la ciudad de Amaluza, se encuentra en la parroquia Amaluza, Espíndola, Loja, Ecuador. Con un clima templado cálido, a 20°C. Tipo urbano, de acceso libre,|se puede visitar todos los meses del año. Dispone de facilidades de: estacionamiento, mirador, gradas, pasamanos y bancas. Se practican actividades de: fotografía, convivencia y recorridos autoguiados.|Sin información|-4.57894|-79.42514
User 61|0.73|0.73|5.0|5.0|3.82|5.0|5.0|2.95|2.87|2.13|5|1.41|1.39|1.39|1.41|1.52|0.64|0.5|0.0|0.0|5.0|0.66|0.65|0.66|LOJA|ESPÍNDOLA|AMALUZA|CASCADA COFRADÍA|La Cascada Cofradía se ubica en el barrio Cofradía, Amaluza, Espíndola, Loja, Ecuador. Con clima templado a frío a 16.5°C. Tipo rural, de acceso libre, preferible visitarla en tiempo de verano.|Dispone de facilidades como: sendero. Se practican actividades de: pesca deportiva, natación, observación de flora/fauna, senderismo, caminata y fotografía.|Sin información|-4.58535|-79.3802
User 62|0.74|0.74|0.79|5.0|3.82|5.0|2.94|2.94|2.86|2.12|2.13|1.4|1.38|1.38|1.4|1.42|0.66|0.5|0.0|0.0|0.69|0.67|0.66|0.67|LOJA|ESPÍNDOLA|BELLAVISTA|IGLESIA SEÑOR DE LA BUENA MUERTE|La Iglesia Señor de la Buena Muerte, se ubica en la parroquia Bellavista, Espíndola, Loja, Ecuador. Con clima templado cálido, 21°C, tipo urbano, de acceso restringido, con horario de visita de 07h00 a 19h00, todos los días del año.|Dispone de facilidades como: estacionamiento, gradas y acceso lateral con facilidad para personas en silla de ruedas. Se practican actividades como: recorridos autoguiados, participación de la celebración, convivencia y fotografía.|Sin información|-4.5665|-79.45577
User 63|0.74|0.75|5.0|5.0|3.83|5.0|2.94|2.93|2.86|2.12|2.12|1.39|1.37|1.37|1.39|1.41|0.66|0.5|0.0|0.0|0.7|0.68|0.67|0.68|EL ORO|ZARUMA|GUIZHAGUIÑA|CASCADA EL CHIMBO|La cascada El Chimbo. San Pablo, Guizhaguiña. Zaruma. El Oro. Tiene una altura de 10 metros. Su caída se divide en dos fracciones. Aunque el agua es transparente en su caída, en el fondo de la cuenca se observa arena y sedimento,|lo que provoca cierta turbidez del agua. Debido al ecosistema y clima del lugar, se observa una gran variedad de flora y fauna. El sitio es muy frecuentado como balneario por la comunidad local.|Sin información|-3.65965|-79.56169
User 64|0.76|0.75|5.0|5.0|3.83|5.0|2.94|2.93|2.85|2.11|2.1|1.38|1.37|1.36|1.38|1.41|0.67|0.51|0.0|0.0|0.51|0.69|0.67|0.69|LOJA|ESPÍNDOLA|BELLAVISTA|CERRO GUAMBO|El Cerro Guambo se ubica en la parroquia Bellavista, Espíndola, Loja. Clima cálido a frío de 18˚C. Rural, acceso libre para el Mirador y restringido para uso del columpio, con horario de 08h00 a 17h00 todos los días. Dispone facilidades: sendero|columpio, mirador, área de camping, baterías sanitarias y estacionamiento. Se practican actividades de: parapente (grupos especializados), senderismo, actividades recreativas, camping, observación de astros, flora/fauna, columpio y fotografía.|Sin información|-4.56655|-79.44059
User 65|0.72|0.77|0.81|5.0|3.84|5.0|2.94|2.93|2.85|2.42|2.1|1.37|1.36|1.35|1.37|1.41|0.54|0.54|0.0|0.0|0.51|0.7|0.68|0.69|LOJA|ESPÍNDOLA|BELLAVISTA|QHAPAQ ÑAN ESPÍNDOLA|El Qhapaq Ñan se encuentra ubicado en el barrio San José, Bellavista, Espíndola, Loja, Ecuador. Es una red de caminos perfeccionada por los incas, con el objetivo de unir los pueblos del Tawantinsuyo. Con clima|templado a cálido, de 21°C, de acceso libre, preferible visitar de mayo a noviembre. Dispone facilidades de sendero. Se practican actividades de: recorridos autoguiados, senderismo y fotografía.|Sin información|-4.5442|-79.47898
User 66|0.72|0.76|5.0|5.0|3.84|5.0|2.94|2.93|2.84|2.41|2.09|1.37|1.35|1.34|1.36|1.47|0.54|0.51|0.5|0.0|0.52|0.71|0.69|0.7|LOJA|ESPÍNDOLA|JIMBURA|LAGUNAS NEGRAS JIMBURA|Las Lagunas Negras, se ubican en el barrio El Salado, Jimbura, Espíndola, Loja, Ecuador. Clima húmedo y muy húmedo, a 7°C. Tipo rural. Acceso restringido, horario de visita de 08h00 a 15h30, se puede visitar de junio a noviembre,|con precaución los meses de julio y agosto por fuertes vientos. Dispone facilidades de: sendero y área de acampar. Se practican actividades de: pesca deportiva, senderismo, camping, caminata, observación de flora/fauna, actividades recreativas, nataci|Sin información|-4.71218|-79.42987
User 67|0.73|0.76|0.81|5.0|3.84|5.0|2.94|2.93|2.84|2.42|2.08|1.39|1.37|1.33|1.35|1.47|0.54|0.6|0.5|0.0|0.51|0.71|0.7|0.71|LOJA|ESPÍNDOLA|AMALUZA|LAGUNA CHUQUIRAGUA|La Laguna Chuquiragua, se encuentra ubicada en el barrio La Cofradía, Amaluza, Espíndola, Loja, Ecuador. Con clima húmedo y muy húmedo, a 7°C. Tipo rural, de acceso restringido, con horario de visita de 08h00 a 15h30, se puede visitar|de junio a noviembre, con precaución los meses de julio y agosto por fuertes vientos. Dispone facilidades de sendero. Se practican actividades de: pesca deportiva, natación, senderismo, caminata, fotografía y observación de flora/fauna.|Sin información|-4.61537|-79.3625
User 68|0.74|0.78|0.85|0.83|3.85|5.0|2.93|2.92|2.83|2.41|2.07|1.46|1.37|1.32|1.34|1.36|0.55|0.58|0.5|0.0|0.51|0.72|0.71|0.72|LOJA|ESPÍNDOLA|AMALUZA|LAGUNA YACURI|La Laguna Yacuri, se ubica en el barrio Marcola, Amaluza, Espíndola, Loja, Ecuador. Con clima húmedo y muy húmedo, a 7°C. Tipo rural, de acceso restringido, con horario de visita de 08h00 a 15h30, se puede visitar de junio a noviembre,|con precaución los meses de julio y agosto por fuertes vientos. Dispone de facilidades como: zona de camping y sendero. Se practican actividades de: senderismo, pesca deportiva, caminata, camping, natación, observación de flora/fauna y fotografía.|Sin información|-4.64023|-79.3677
User 69|0.83|0.78|0.82|0.85|3.85|5.0|2.93|2.92|2.82|2.83|2.06|1.46|1.35|1.31|1.33|1.35|0.55|0.58|0.53|0.5|0.75|0.73|0.72|0.73|LOJA|ESPÍNDOLA|AMALUZA|LAGUNA ARENAL|La Laguna Arenal, se encuentra ubicada en el barrio Marcola, Amaluza, Espíndola, Loja, Ecuador. Con clima húmedo y muy húmedo, a 7°C. Tipo rural, de acceso restringido, con horario de visita de 08h00 a 15h30, se puede visitar de junio a noviembre,|con precausión los meses de julio y agosto por fuertes vientos. Dispone facilidades de sendero. Se practican actividades de: senderismo, natación, observación de flora/fauna, caminata y fotografía.|Sin información|-4.63482|-79.36459
User 70|0.76|0.82|0.83|5.0|3.86|5.0|2.94|2.91|2.82|2.41|2.05|1.46|1.34|1.3|1.31|1.33|1.36|0.58|0.52|0.5|0.52|0.75|0.73|0.74|LOJA|ESPÍNDOLA|JIMBURA|LAGUNA BERMEJA|La Laguna Bermeja se ubica en el barrio El Salado, Jimbura, Espíndola, Loja, Ecuador. Con clima templado húmedo y muy húmedo, a 9°C. Tipo rural, de acceso restringido, con horario de visita de 08h00 a 15h30, se puede visitar de junio a noviembre,|con precaución los meses de julio y agosto por fuertes vientos. Dispone facilidades de: sendero. Se practican actividades de: senderismo, actividades recreativas, caminata, observación de flora/fauna y fotografía.|Sin información|-4.69969|-79.42588
